id,ward_num,num_beds,num_baths,has_den,size_group,has_parking,property_orientation,days_on_market,building_age,monthly_maintenance_fee,listing_price,latitude,longitude
621228,10,1.0,1,True,0,True,N,33.0,4,402.0,515000.0,43.658391783860885,-79.41298298667198
354135,11,3.0,2,False,2,False,E,30.0,1,937.0,1288000.0,43.67075298910871,-79.3695234168154
378054,13,2.0,2,True,2,False,N,3.0,5,811.0,1063000.0,43.6386905061052,-79.40292852867819
707003,10,1.0,1,False,0,True,N,2.0,13,391.0,608000.0,43.67260820394731,-79.3964567179495
616282,10,2.0,2,False,2,True,S,13.0,14,748.0,955000.0,43.67038725693614,-79.41675121939844
893102,13,2.0,2,True,1,False,S,6.0,1,597.0,668000.0,43.64235415289229,-79.39064251149064
568870,10,3.0,3,False,1,False,S,45.0,12,864.0,1062000.0,43.68510818722781,-79.36352422764439
975983,11,1.0,1,False,1,False,S,26.0,12,462.0,732000.0,43.66940298365705,-79.36458858263411
722273,11,2.0,2,True,1,False,W,5.0,9,484.0,740000.0,43.650848467277946,-79.35949469940189
845257,11,3.0,2,False,4,True,S,43.0,7,2324.0,2091000.0,43.656330604,-79.37049594275031
581277,10,1.0,1,False,1,True,E,10.0,4,425.0,744000.0,43.66704293452999,-79.39023614082762
417263,13,2.0,2,False,0,True,N,17.0,2,363.0,474000.0,43.6409791040876,-79.39103784280555
418538,13,0.0,1,False,0,True,W,26.0,5,435.0,491000.0,43.63335213033687,-79.40538161130118
309405,10,1.0,1,False,1,False,N,6.0,4,462.0,643000.0,43.66491143054659,-79.42342978529648
853540,10,2.0,2,False,1,True,S,5.0,0,643.0,797000.0,43.67506532134303,-79.38359438675909
839906,10,1.0,1,False,1,False,E,5.0,12,480.0,706000.0,43.66977787380511,-79.41909721734585
367605,13,1.0,1,False,0,True,N,15.0,7,514.0,677000.0,43.62791634368859,-79.42217395109768
728239,10,1.0,1,False,0,True,E,8.0,34,322.0,433000.0,43.67761823333922,-79.37808845380833
798021,10,3.0,3,False,3,False,E,1.0,4,1376.0,1594000.0,43.68197315281072,-79.38338747626753
226145,10,1.0,1,False,1,True,S,0.0,14,711.0,954000.0,43.65123667382479,-79.41229867796919
616690,13,1.0,1,True,0,True,N,29.0,10,590.0,621000.0,43.64341935897714,-79.37353850127008
751569,11,1.0,1,True,1,False,S,1.0,12,600.0,506000.0,43.67102477562876,-79.37884185554077
142938,13,1.0,1,True,1,True,W,5.0,1,513.0,659000.0,43.63068175184152,-79.42506854587812
530508,10,1.0,1,True,0,True,S,19.0,4,424.0,579000.0,43.674908170165445,-79.40011674304948
307990,13,2.0,2,False,2,False,E,4.0,7,1328.0,2104000.0,43.64548732203343,-79.38877218563383
879190,13,1.0,1,True,0,True,N,16.0,16,498.0,417000.0,43.64347583419956,-79.39152697764838
207517,10,1.0,1,True,1,True,S,35.0,50,580.0,606000.0,43.68630830823633,-79.36546014961567
663260,13,1.0,1,False,0,False,S,5.0,4,479.0,423000.0,43.63915834275468,-79.40902855204247
548273,10,1.0,1,True,1,False,N,20.0,7,592.0,717000.0,43.672265753345535,-79.39255352976954
932983,10,2.0,2,False,11,False,S,7.0,6,2399.0,3233000.0,43.65855805222266,-79.4099473508933
400295,10,1.0,1,False,1,True,S,5.0,1,463.0,476000.0,43.6603771976342,-79.42268654902624
550120,10,2.0,1,True,1,False,N,34.0,1,980.0,822000.0,43.68851321717712,-79.37340043467746
586668,10,1.0,1,True,0,False,S,21.0,5,442.0,634000.0,43.66092805529888,-79.42212001459329
807145,10,1.0,1,False,1,True,N,1.0,12,646.0,657000.0,43.68748498149737,-79.38652052757627
302078,10,1.0,1,True,1,False,N,26.0,1,951.0,824000.0,43.67141654088601,-79.38202049951113
801210,10,2.0,1,False,1,True,N,3.0,5,899.0,1170000.0,43.65814235326624,-79.41778346105235
837282,10,2.0,2,True,1,True,S,6.0,4,875.0,1151000.0,43.691370727488135,-79.38520084850015
124059,11,2.0,3,True,2,True,S,5.0,7,1530.0,1631000.0,43.65609579363458,-79.37316590622777
948888,11,0.0,1,False,1,True,S,1.0,6,672.0,651000.0,43.64735741454651,-79.37624496123253
567771,10,1.0,1,True,0,False,S,16.0,23,784.0,609000.0,43.6735033312105,-79.41613684542105
127018,11,1.0,2,False,1,True,S,7.0,16,431.0,643000.0,43.658410829236985,-79.35670884681171
933426,13,1.0,1,False,0,True,E,14.0,56,460.0,521000.0,43.64090759004112,-79.38973963094027
249520,11,2.0,2,False,4,True,N,15.0,20,1587.0,2345000.0,43.65160936718761,-79.35815829597233
526656,10,3.0,3,False,1,True,W,1.0,2,607.0,760000.0,43.657953162367285,-79.38541727739832
772306,10,1.0,1,False,1,True,N,11.0,4,482.0,668000.0,43.67133007341938,-79.36099903480113
546887,11,3.0,2,False,2,True,W,33.0,1,1053.0,1744000.0,43.65915459739329,-79.35494013103141
966332,10,1.0,1,True,1,True,S,6.0,6,559.0,645000.0,43.68156982028633,-79.38528883499055
230990,13,1.0,1,True,0,False,E,12.0,13,487.0,675000.0,43.650027034550334,-79.40682970653084
771192,11,0.0,1,False,1,True,E,9.0,13,446.0,552000.0,43.656658350824095,-79.36230834212346
507456,10,2.0,2,False,2,True,N,22.0,5,1504.0,1538000.0,43.65663966847502,-79.39924416317368
154260,10,3.0,2,False,2,True,N,34.0,4,1640.0,1708000.0,43.65707147973088,-79.3995171978187
627604,10,0.0,1,False,0,False,N,29.0,0,461.0,413000.0,43.65860317202797,-79.41780895263135
707648,13,1.0,1,False,1,True,N,12.0,6,997.0,907000.0,43.639544536013545,-79.38453389099516
362330,13,0.0,1,False,0,False,N,7.0,5,190.0,314000.0,43.65235559667089,-79.3863155500551
930759,11,1.0,1,True,0,True,S,26.0,11,474.0,593000.0,43.662041467749845,-79.38009355385358
800990,10,1.0,1,True,1,True,E,5.0,5,453.0,612000.0,43.66152776590948,-79.41297912124354
321058,13,1.0,1,False,1,True,S,6.0,5,332.0,540000.0,43.644540695969226,-79.38308815965767
241211,10,1.0,1,True,1,True,N,30.0,19,541.0,783000.0,43.659272372162846,-79.39566259695796
700515,11,1.0,1,False,1,False,N,21.0,8,484.0,810000.0,43.66400480180729,-79.37821531558511
597181,10,3.0,2,False,3,True,W,2.0,6,1626.0,2207000.0,43.65972789962456,-79.41874424481644
570353,13,1.0,1,True,1,True,S,13.0,29,560.0,564000.0,43.65045985845342,-79.35048391162378
843629,11,2.0,2,True,1,True,W,4.0,8,721.0,1031000.0,43.661826715161794,-79.35581266835601
524841,13,1.0,1,False,0,False,N,17.0,11,277.0,352000.0,43.64130923726016,-79.39258533083662
218226,13,1.0,1,False,0,True,N,2.0,23,389.0,580000.0,43.63124935084299,-79.41939278981891
105468,13,3.0,2,False,3,False,S,6.0,2,1419.0,1856000.0,43.64528066870085,-79.40670355453
450286,10,2.0,2,True,2,True,E,7.0,0,770.0,1026000.0,43.67169297277797,-79.41601900289291
869911,11,3.0,2,False,1,True,W,21.0,5,1414.0,1169000.0,43.650753758487504,-79.3693685044526
621816,13,0.0,1,False,1,True,S,4.0,1,311.0,406000.0,43.65094670317311,-79.38949194726895
862606,13,3.0,2,False,1,False,S,31.0,7,741.0,960000.0,43.634756490158544,-79.40277160720318
372044,10,1.0,1,False,0,False,N,3.0,3,539.0,598000.0,43.65845822529775,-79.39978922218572
504456,13,3.0,2,False,2,True,S,29.0,31,880.0,1201000.0,43.64315636809393,-79.42172139457325
617786,10,0.0,1,False,0,False,S,28.0,25,568.0,446000.0,43.68721113253535,-79.38257074904202
820361,10,0.0,1,False,0,True,N,4.0,14,444.0,482000.0,43.67257119886015,-79.40402579686784
893767,13,2.0,3,False,2,True,E,1.0,6,883.0,1065000.0,43.635084016034085,-79.40495305559969
641321,13,1.0,1,False,0,False,S,15.0,20,305.0,408000.0,43.64048941037716,-79.40402920670617
494165,13,1.0,1,True,0,True,W,26.0,14,425.0,573000.0,43.651178547436416,-79.39921735968286
224153,10,1.0,1,False,1,True,N,19.0,2,702.0,787000.0,43.661757252228746,-79.42061399658787
284545,13,1.0,1,False,0,False,S,10.0,12,412.0,453000.0,43.63328528376831,-79.41454809962507
400534,13,1.0,1,False,0,False,N,5.0,22,210.0,345000.0,43.64717564115477,-79.41034858502093
667640,10,0.0,1,False,1,True,E,11.0,2,519.0,510000.0,43.65251789719476,-79.42143272123265
334557,13,1.0,1,True,0,True,S,40.0,10,385.0,505000.0,43.63837857384209,-79.40981652051418
898550,11,2.0,2,False,4,False,S,6.0,1,1773.0,2646000.0,43.65521151115659,-79.3519358388028
914236,10,2.0,2,False,0,True,N,26.0,21,459.0,539000.0,43.66579167224076,-79.38951447651665
938686,13,2.0,2,False,1,False,W,2.0,12,548.0,522000.0,43.63915039196851,-79.41671069587115
215564,13,2.0,2,False,2,True,W,4.0,3,1161.0,1308000.0,43.64887440390925,-79.39330050220346
939189,10,3.0,2,False,3,True,S,46.0,1,1472.0,2483000.0,43.67376576396133,-79.37054183086484
815414,13,2.0,1,False,2,False,W,13.0,16,826.0,976000.0,43.64476035255634,-79.37947219238056
154436,10,2.0,2,False,1,True,N,14.0,6,473.0,776000.0,43.67479658561091,-79.37942925236273
792348,10,2.0,2,False,2,False,E,13.0,17,809.0,1083000.0,43.68184248427738,-79.38766402656029
427039,10,1.0,1,False,1,True,N,4.0,6,737.0,830000.0,43.65583799717483,-79.39890366529887
141368,13,1.0,1,False,1,False,N,7.0,39,969.0,1076000.0,43.63920830374038,-79.39966645969287
494661,13,1.0,1,True,0,False,S,5.0,5,299.0,398000.0,43.6463932135532,-79.4180267698472
769657,11,1.0,1,True,1,True,N,32.0,9,464.0,731000.0,43.66688987265,-79.37130067000518
273527,13,1.0,1,True,1,False,S,19.0,5,761.0,608000.0,43.637045293079005,-79.39690835104925
850779,13,1.0,1,True,0,True,N,26.0,4,1095.0,835000.0,43.64247178059622,-79.38279778710346
234926,11,2.0,2,False,3,False,W,9.0,1,1241.0,1799000.0,43.66981916521821,-79.37834646910025
185873,10,1.0,1,False,1,False,S,14.0,21,364.0,561000.0,43.65588387795109,-79.40476718222999
281063,11,3.0,3,False,1,False,E,2.0,1,596.0,671000.0,43.65645025112478,-79.37713253898661
970586,11,2.0,2,True,4,True,S,27.0,24,1481.0,2239000.0,43.6638866545276,-79.38236093873577
220076,13,1.0,1,True,0,False,N,5.0,37,366.0,476000.0,43.64393068969407,-79.38497867186427
472650,10,0.0,1,False,0,False,W,16.0,14,364.0,494000.0,43.65829894795095,-79.42369971838299
547069,10,2.0,3,False,1,True,N,10.0,14,1136.0,759000.0,43.66340627087072,-79.40810610224344
140285,13,2.0,3,False,1,True,N,0.0,6,1124.0,918000.0,43.65065330124802,-79.38919678011524
713736,13,1.0,1,False,0,False,S,33.0,15,559.0,574000.0,43.635362465217824,-79.42476392666237
368271,13,1.0,1,False,0,True,N,3.0,13,401.0,534000.0,43.649510654173305,-79.38301674736108
354525,11,2.0,2,False,1,True,N,17.0,4,493.0,758000.0,43.66665239976295,-79.36490954515091
354222,10,1.0,1,False,0,False,N,13.0,4,445.0,572000.0,43.6618749714002,-79.3907142429252
378184,13,1.0,1,True,0,False,N,4.0,10,410.0,534000.0,43.646395933187975,-79.39277280035749
779023,13,2.0,2,True,4,False,S,24.0,0,791.0,1354000.0,43.62952416907706,-79.41689166261776
315853,13,1.0,1,True,1,True,N,9.0,10,536.0,611000.0,43.63094580780606,-79.41025881775457
396994,13,2.0,3,False,1,True,N,5.0,17,483.0,781000.0,43.6524580707927,-79.38502711394055
559777,13,1.0,2,False,1,False,S,15.0,1,807.0,727000.0,43.65489034461185,-79.3878188619261
992515,10,2.0,2,False,1,False,S,0.0,9,542.0,858000.0,43.67171534884383,-79.40740865283625
818968,10,1.0,1,True,1,False,W,3.0,19,904.0,589000.0,43.6594137567821,-79.4200385239682
939473,10,1.0,1,True,1,True,N,28.0,15,453.0,697000.0,43.65267853662135,-79.40554654605934
935524,13,2.0,2,True,2,True,E,24.0,4,1772.0,1455000.0,43.64703278128743,-79.41795082190966
565517,13,1.0,1,True,0,True,S,2.0,0,309.0,401000.0,43.64176175533039,-79.37666097934573
198062,10,1.0,1,True,0,True,N,10.0,4,315.0,494000.0,43.67484879304373,-79.37657396379102
900507,10,1.0,1,False,1,True,N,35.0,4,786.0,736000.0,43.66690825086027,-79.41704656766072
112904,13,2.0,2,True,3,False,N,16.0,16,1737.0,2031000.0,43.63176884942029,-79.42427312725944
308694,13,2.0,2,False,1,False,N,28.0,16,546.0,564000.0,43.64858599701532,-79.3534928989926
515773,10,1.0,1,False,0,False,S,6.0,31,432.0,504000.0,43.67012613902014,-79.39690161902813
771372,13,1.0,1,False,1,True,S,22.0,2,343.0,544000.0,43.64800763819655,-79.35379269777367
421897,11,2.0,2,False,4,True,N,10.0,3,1623.0,2525000.0,43.667739206538826,-79.36330642542268
904562,11,3.0,2,False,1,True,E,6.0,6,1056.0,1297000.0,43.65686901433624,-79.35628880592218
526661,10,1.0,1,True,0,True,S,7.0,0,640.0,521000.0,43.674109501602665,-79.40706116561653
241254,11,1.0,1,True,1,False,S,13.0,5,561.0,908000.0,43.65310288514511,-79.36203643370004
981429,10,2.0,2,False,2,False,N,15.0,10,1351.0,1120000.0,43.65424323322222,-79.40594952490831
162615,13,2.0,2,True,1,True,N,0.0,5,737.0,977000.0,43.64744602219507,-79.3651524639819
408288,11,1.0,1,False,0,False,S,1.0,1,244.0,454000.0,43.65574813290531,-79.37370991322578
276671,10,1.0,1,True,1,False,S,30.0,52,545.0,640000.0,43.67335447870717,-79.41074268492588
135167,10,2.0,2,False,1,False,E,2.0,8,986.0,966000.0,43.67069780830903,-79.40366341418458
340278,11,1.0,1,False,1,True,W,2.0,6,583.0,650000.0,43.64961300380499,-79.36508749063192
807131,13,1.0,1,False,0,False,N,29.0,7,359.0,324000.0,43.64347408814545,-79.37366568961681
679679,13,1.0,1,False,1,True,S,2.0,18,352.0,411000.0,43.638637134422,-79.41018148605123
356158,11,2.0,2,False,5,True,W,74.0,0,3417.0,2966000.0,43.66185212649464,-79.35603251620512
555447,10,2.0,3,False,1,True,N,1.0,2,770.0,1048000.0,43.67531052052358,-79.40226779426919
834000,13,2.0,1,True,1,True,S,13.0,13,1152.0,947000.0,43.64000762452478,-79.38138657809166
144041,11,1.0,1,True,1,True,E,0.0,11,489.0,653000.0,43.66658013517973,-79.38450133567503
929944,11,1.0,1,False,2,False,W,3.0,31,771.0,1095000.0,43.65176935478931,-79.37778267611975
106356,13,1.0,1,False,0,False,N,2.0,24,421.0,597000.0,43.65119165422813,-79.4035214988771
868256,10,2.0,2,False,1,True,N,26.0,4,519.0,904000.0,43.67350499054061,-79.38648101676132
518086,11,1.0,2,False,1,False,N,23.0,3,585.0,727000.0,43.66780697740527,-79.35818711631141
559597,11,2.0,2,False,2,False,S,11.0,3,702.0,881000.0,43.655325940968815,-79.381011492229
882802,10,2.0,2,True,1,False,N,2.0,9,519.0,652000.0,43.68481666375047,-79.37706837722106
803728,10,1.0,1,True,0,False,E,16.0,12,505.0,544000.0,43.675975815965785,-79.39490558716217
696726,13,0.0,1,False,0,True,S,1.0,7,261.0,355000.0,43.649436643205405,-79.35213891812829
843875,10,2.0,3,False,1,False,W,1.0,8,521.0,623000.0,43.6627414032855,-79.38916232027992
829112,10,1.0,1,True,0,False,E,26.0,1,660.0,464000.0,43.67651435368483,-79.39268772800534
520333,10,1.0,1,False,0,True,S,36.0,37,269.0,466000.0,43.686888267049085,-79.36351953456581
116675,13,1.0,2,True,1,True,E,36.0,3,527.0,657000.0,43.63948723874604,-79.41667247786116
675754,10,1.0,1,False,0,True,W,6.0,6,512.0,473000.0,43.688033118822126,-79.38481278625581
522708,10,1.0,1,False,2,True,N,12.0,8,930.0,1127000.0,43.67181293399795,-79.38527803213698
126312,13,2.0,2,True,2,False,N,18.0,1,1103.0,1203000.0,43.63994975532933,-79.41481056006283
851075,11,1.0,1,True,1,False,S,14.0,1,523.0,756000.0,43.66923596893025,-79.3656583626832
386877,13,3.0,2,False,1,True,W,6.0,9,568.0,672000.0,43.6466026748435,-79.41600724437738
329530,10,1.0,1,True,1,True,S,6.0,5,469.0,530000.0,43.67443319868485,-79.37855190717494
822163,13,1.0,1,True,0,True,S,3.0,9,669.0,792000.0,43.64122224396262,-79.40891520821529
408636,13,1.0,1,False,1,False,N,2.0,3,343.0,591000.0,43.65063742710944,-79.39387014994767
188753,10,1.0,1,False,1,True,N,7.0,17,755.0,936000.0,43.66663577127729,-79.4150919074637
926305,10,1.0,1,False,1,False,S,12.0,22,340.0,500000.0,43.68991857268851,-79.37927499332562
748835,10,1.0,1,False,1,True,S,11.0,8,449.0,547000.0,43.65651995226327,-79.40546909214754
712774,13,2.0,2,False,1,False,E,23.0,6,708.0,791000.0,43.639007703432,-79.40604701251473
832983,10,0.0,1,False,0,True,N,1.0,3,310.0,447000.0,43.66183617802765,-79.38955415243652
934253,13,2.0,2,False,1,True,N,0.0,19,388.0,569000.0,43.638409195640286,-79.39004426804922
377895,10,3.0,3,False,4,True,N,25.0,2,1914.0,2523000.0,43.6737279464691,-79.39502352371382
460670,13,1.0,1,True,1,True,N,9.0,46,438.0,506000.0,43.64797657067911,-79.40652898471484
119381,13,1.0,1,False,0,True,S,2.0,2,338.0,457000.0,43.640524672574855,-79.42572319453163
556042,10,2.0,2,False,1,True,S,38.0,2,682.0,673000.0,43.66151782537853,-79.40249935089085
517573,11,1.0,1,False,1,True,W,10.0,15,402.0,716000.0,43.66337397273183,-79.36729551622913
614193,10,1.0,1,True,1,True,E,7.0,7,822.0,980000.0,43.65560549918588,-79.40146227204848
864757,10,3.0,2,False,3,True,N,55.0,5,1366.0,1781000.0,43.69035080511779,-79.37930150360336
539410,10,2.0,2,False,0,False,S,3.0,1,370.0,550000.0,43.65898652943629,-79.42186188298885
903968,13,1.0,2,True,2,False,W,22.0,16,782.0,928000.0,43.64742202452528,-79.40438269444009
357081,11,2.0,2,False,2,True,S,1.0,7,1132.0,1432000.0,43.67093961010933,-79.37345730994248
985486,11,1.0,1,True,1,True,S,1.0,20,507.0,775000.0,43.665534819517774,-79.37915678461212
259988,13,3.0,2,False,3,False,N,6.0,47,656.0,1079000.0,43.64415530931559,-79.39893867100682
433801,10,0.0,1,False,1,True,S,15.0,4,438.0,510000.0,43.66648475885927,-79.40175353350932
674716,13,3.0,2,False,2,False,S,31.0,3,836.0,1149000.0,43.64249844677967,-79.37407147965666
234126,11,1.0,1,True,1,False,N,33.0,2,522.0,600000.0,43.65762379528163,-79.37699996743123
995816,11,1.0,1,True,0,True,N,4.0,8,519.0,681000.0,43.6655007595563,-79.36614684837748
922563,10,1.0,1,True,1,False,S,13.0,4,652.0,764000.0,43.66975460570713,-79.41527096191653
175087,10,1.0,1,True,1,True,N,24.0,13,933.0,958000.0,43.68523483801255,-79.37474082480158
383485,11,2.0,2,False,1,False,S,1.0,1,592.0,656000.0,43.66773687061154,-79.36903527930563
914285,13,2.0,1,True,1,True,W,19.0,2,909.0,1105000.0,43.64232386524248,-79.39314403249375
157791,11,1.0,1,True,1,True,N,19.0,12,419.0,575000.0,43.66927232957425,-79.37878562468559
772358,10,2.0,2,True,2,True,N,8.0,29,908.0,1604000.0,43.67368553933773,-79.38460676646449
739283,10,1.0,1,False,0,True,E,33.0,3,439.0,530000.0,43.68393675738664,-79.36792649040233
849790,11,1.0,1,False,1,True,N,35.0,9,360.0,520000.0,43.65513095934509,-79.36572829509547
265350,10,2.0,2,False,1,True,S,15.0,11,414.0,557000.0,43.66836804159718,-79.42169272830972
242699,10,1.0,1,False,1,False,N,26.0,2,363.0,478000.0,43.68176696647642,-79.36925045334795
961047,13,1.0,1,False,0,False,E,11.0,7,306.0,390000.0,43.64713698727472,-79.41274294145302
166855,10,2.0,3,False,1,False,N,12.0,3,829.0,1074000.0,43.670738433905626,-79.40987184562863
907159,10,1.0,1,True,1,True,N,7.0,25,701.0,761000.0,43.66021091659832,-79.40316051683354
607121,11,1.0,1,True,1,True,S,0.0,16,796.0,832000.0,43.65936113905952,-79.37554333947512
446668,10,1.0,1,False,1,False,E,5.0,3,1102.0,991000.0,43.68511189211229,-79.37641788913504
739635,10,2.0,2,False,3,False,N,38.0,1,1234.0,1629000.0,43.67633236437599,-79.37986360694174
981516,11,2.0,1,False,0,False,W,87.0,9,576.0,667000.0,43.65537858213443,-79.35978779473562
628366,10,1.0,1,False,1,True,S,2.0,33,511.0,652000.0,43.6858970890976,-79.37758603110153
612949,10,1.0,1,False,1,False,E,7.0,0,859.0,764000.0,43.65265375417504,-79.41630918792667
766787,13,1.0,1,False,0,True,S,4.0,15,423.0,417000.0,43.64317662051906,-79.38006486360766
627015,13,1.0,1,True,1,True,N,2.0,3,516.0,660000.0,43.64093176004792,-79.4123713556418
766952,10,1.0,1,True,1,True,W,10.0,2,365.0,622000.0,43.660638028459495,-79.40686985254409
749943,10,1.0,1,False,0,True,S,0.0,3,370.0,438000.0,43.68653429523293,-79.37962876887572
496311,10,1.0,1,False,1,True,E,3.0,5,507.0,621000.0,43.67035993381384,-79.41795996470206
977924,10,1.0,1,False,2,True,S,7.0,3,871.0,1063000.0,43.6790904914052,-79.38484089376479
955028,11,2.0,2,False,5,True,E,8.0,10,2235.0,2526000.0,43.64857067184142,-79.37997039227596
749722,11,2.0,3,False,0,True,S,20.0,8,458.0,563000.0,43.65759737127651,-79.35654229642189
862768,13,3.0,2,False,2,False,S,3.0,6,666.0,927000.0,43.648380867688296,-79.40244756859991
510958,13,3.0,2,False,1,False,S,5.0,9,407.0,585000.0,43.64653185991772,-79.36895136053292
276127,13,1.0,1,False,1,True,N,5.0,16,1381.0,774000.0,43.64172117042381,-79.3926040089075
144990,10,1.0,1,False,1,True,S,2.0,12,453.0,627000.0,43.66987650606979,-79.40525917170346
194238,10,2.0,2,True,2,True,W,3.0,2,1232.0,1239000.0,43.66369076930936,-79.41412014483795
641199,11,3.0,3,False,1,True,S,6.0,10,545.0,694000.0,43.66139047125998,-79.37833562034216
157501,13,2.0,2,False,1,False,N,34.0,5,940.0,874000.0,43.65079111568495,-79.3823758963333
511328,10,1.0,1,False,2,True,E,5.0,9,666.0,861000.0,43.657603508860674,-79.38223191889581
541145,10,1.0,1,False,0,True,S,37.0,1,332.0,480000.0,43.690753240271725,-79.38308463912703
329943,13,2.0,3,True,1,True,S,21.0,9,477.0,767000.0,43.63744767994288,-79.42611309207705
684013,13,2.0,1,False,2,True,N,25.0,3,1648.0,2050000.0,43.64206272873026,-79.40880708270001
323763,11,1.0,1,False,1,True,N,28.0,9,603.0,702000.0,43.66869860663788,-79.37905625106116
167758,10,1.0,1,True,1,True,N,13.0,6,482.0,736000.0,43.6748236088536,-79.36472033156599
280974,10,2.0,2,False,1,True,N,11.0,2,531.0,678000.0,43.66291150754285,-79.40412481879623
151701,10,1.0,1,True,0,False,N,6.0,1,386.0,509000.0,43.65706423477069,-79.41637034269093
539181,10,2.0,2,True,1,True,W,1.0,7,529.0,686000.0,43.67189946052603,-79.42098169603621
809522,10,2.0,2,True,3,False,S,0.0,10,1198.0,1318000.0,43.65614076602928,-79.40996333221061
712460,10,1.0,1,False,0,True,N,47.0,4,460.0,543000.0,43.66555658844933,-79.42587085579603
871944,13,1.0,1,False,0,True,S,20.0,22,271.0,412000.0,43.64799829342544,-79.3811502076781
590765,13,1.0,1,True,1,True,S,1.0,8,509.0,846000.0,43.6421837025345,-79.38395654898694
375866,11,1.0,1,True,1,False,S,20.0,1,1028.0,901000.0,43.66898906335084,-79.36523337214673
259305,10,1.0,1,False,2,False,W,4.0,23,618.0,739000.0,43.659323009794925,-79.41459899649506
433368,11,2.0,2,False,11,False,N,6.0,3,1805.0,3077000.0,43.65842099919718,-79.3557736064839
278892,10,1.0,1,False,0,False,W,4.0,1,417.0,474000.0,43.68489933680405,-79.39080146661651
557918,13,3.0,2,False,1,False,W,7.0,3,1334.0,1067000.0,43.65120042189868,-79.35388062314016
370435,10,1.0,1,True,1,False,E,7.0,14,374.0,613000.0,43.68408545541847,-79.3890526137615
130408,11,0.0,1,False,0,False,N,15.0,13,554.0,522000.0,43.65159660611511,-79.37059196712495
369469,10,1.0,1,False,1,True,N,7.0,4,353.0,529000.0,43.66127021264923,-79.42086780961766
458332,10,1.0,1,True,1,True,W,18.0,0,435.0,664000.0,43.661038159582695,-79.38879939144914
981454,10,1.0,1,True,2,True,N,5.0,3,636.0,982000.0,43.68268943203928,-79.37511389072819
459379,10,3.0,3,False,1,True,S,31.0,1,674.0,820000.0,43.665615707229314,-79.42187842297933
493253,10,1.0,1,True,0,False,N,25.0,11,459.0,603000.0,43.68430965926542,-79.38960939366638
806640,13,1.0,1,False,0,True,N,62.0,24,424.0,467000.0,43.639621310255286,-79.4110008351142
260150,11,1.0,1,True,1,True,S,3.0,6,528.0,695000.0,43.654509959035074,-79.36746344981144
