id,ward_num,num_beds,num_baths,has_den,size_group,has_parking,property_orientation,days_on_market,building_age,monthly_maintenance_fee,listing_price,latitude,longitude,geometry,distance_to_subway
845257,11,3.0,2,0,4,1,1.0,43.0,7,2324.0,2091000.0,43.656330604,-79.37049594275031,POINT (-79.37049594275031 43.656330604),0.01481829813734753
581277,10,1.0,1,0,1,1,2.0,10.0,4,425.0,744000.0,43.66704293452999,-79.39023614082762,POINT (-79.39023614082762 43.66704293452999),0.003393752308952432
417263,13,2.0,2,0,0,1,,17.0,2,363.0,474000.0,43.6409791040876,-79.39103784280555,POINT (-79.39103784280555 43.6409791040876),0.011282494017819366
418538,13,0.0,1,0,0,1,,26.0,5,435.0,491000.0,43.63335213033687,-79.40538161130118,POINT (-79.40538161130118 43.63335213033687),0.02751519817042246
309405,10,1.0,1,0,1,0,,6.0,4,462.0,643000.0,43.66491143054659,-79.42342978529648,POINT (-79.42342978529648 43.66491143054659),0.006657582897758286
853540,10,2.0,2,0,1,1,1.0,5.0,0,643.0,797000.0,43.67506532134303,-79.38359438675909,POINT (-79.38359438675909 43.67506532134303),0.004057830788692676
839906,10,1.0,1,0,1,0,2.0,5.0,12,480.0,706000.0,43.66977787380511,-79.41909721734585,POINT (-79.41909721734585 43.66977787380511),0.012965410753724056
367605,13,1.0,1,0,0,1,,15.0,7,514.0,677000.0,43.62791634368859,-79.42217395109768,POINT (-79.42217395109768 43.62791634368859),0.03461947465147628
728239,10,1.0,1,0,0,1,2.0,8.0,34,322.0,433000.0,43.67761823333922,-79.37808845380833,POINT (-79.37808845380833 43.67761823333922),0.005810482724317091
798021,10,3.0,3,0,3,0,2.0,1.0,4,1376.0,1594000.0,43.68197315281072,-79.38338747626753,POINT (-79.38338747626753 43.68197315281072),0.0075567727179824875
226145,10,1.0,1,0,1,1,1.0,0.0,14,711.0,954000.0,43.65123667382479,-79.41229867796919,POINT (-79.41229867796919 43.65123667382479),0.01989186346688776
616690,13,1.0,1,1,0,1,,29.0,10,590.0,621000.0,43.64341935897714,-79.37353850127008,POINT (-79.37353850127008 43.64341935897714),0.0075654924254668215
751569,11,1.0,1,1,1,0,1.0,1.0,12,600.0,506000.0,43.67102477562876,-79.37884185554077,POINT (-79.37884185554077 43.67102477562876),0.0008310391855614599
142938,13,1.0,1,1,1,1,,5.0,1,513.0,659000.0,43.63068175184152,-79.42506854587812,POINT (-79.42506854587812 43.63068175184152),0.03139830981065885
530508,10,1.0,1,1,0,1,1.0,19.0,4,424.0,579000.0,43.674908170165445,-79.40011674304948,POINT (-79.40011674304948 43.674908170165445),0.007260150533080008
307990,13,2.0,2,0,2,0,2.0,4.0,7,1328.0,2104000.0,43.64548732203343,-79.38877218563383,POINT (-79.38877218563383 43.64548732203343),0.008006187120247824
879190,13,1.0,1,1,0,1,,16.0,16,498.0,417000.0,43.64347583419956,-79.39152697764838,POINT (-79.39152697764838 43.64347583419956),0.010976809571493497
207517,10,1.0,1,1,1,1,1.0,35.0,50,580.0,606000.0,43.68630830823633,-79.36546014961567,POINT (-79.36546014961567 43.68630830823633),0.01467312121935979
663260,13,1.0,1,0,0,0,1.0,5.0,4,479.0,423000.0,43.63915834275468,-79.40902855204247,POINT (-79.40902855204247 43.63915834275468),0.028996911488777415
548273,10,1.0,1,1,1,0,,20.0,7,592.0,717000.0,43.672265753345535,-79.39255352976954,POINT (-79.39255352976954 43.672265753345535),0.002820006822659193
932983,10,2.0,2,0,11,0,1.0,7.0,6,2399.0,3233000.0,43.65855805222266,-79.4099473508933,POINT (-79.4099473508933 43.65855805222266),0.01274589160394131
400295,10,1.0,1,0,1,1,1.0,5.0,1,463.0,476000.0,43.6603771976342,-79.42268654902624,POINT (-79.42268654902624 43.6603771976342),0.006774225950553713
550120,10,2.0,1,1,1,0,,34.0,1,980.0,822000.0,43.68851321717712,-79.37340043467746,POINT (-79.37340043467746 43.68851321717712),0.016136000294592785
586668,10,1.0,1,1,0,0,1.0,21.0,5,442.0,634000.0,43.66092805529888,-79.42212001459329,POINT (-79.42212001459329 43.66092805529888),0.00724307444899425
807145,10,1.0,1,0,1,1,,1.0,12,646.0,657000.0,43.68748498149737,-79.38652052757627,POINT (-79.38652052757627 43.68748498149737),0.0060845157073126455
302078,10,1.0,1,1,1,0,,26.0,1,951.0,824000.0,43.67141654088601,-79.38202049951113,POINT (-79.38202049951113 43.67141654088601),0.003384544585497429
801210,10,2.0,1,0,1,1,,3.0,5,899.0,1170000.0,43.65814235326624,-79.41778346105235,POINT (-79.41778346105235 43.65814235326624),0.012091863713013379
837282,10,2.0,2,1,1,1,1.0,6.0,4,875.0,1151000.0,43.691370727488135,-79.38520084850015,POINT (-79.38520084850015 43.691370727488135),0.008830622379260309
124059,11,2.0,3,1,2,1,1.0,5.0,7,1530.0,1631000.0,43.65609579363458,-79.37316590622777,POINT (-79.37316590622777 43.65609579363458),0.012918971192197223
948888,11,0.0,1,0,1,1,1.0,1.0,6,672.0,651000.0,43.64735741454651,-79.37624496123253,POINT (-79.37624496123253 43.64735741454651),0.004834230449437985
567771,10,1.0,1,1,0,0,1.0,16.0,23,784.0,609000.0,43.6735033312105,-79.41613684542105,POINT (-79.41613684542105 43.6735033312105),0.013908262795308221
127018,11,1.0,2,0,1,1,1.0,7.0,16,431.0,643000.0,43.658410829236985,-79.35670884681171,POINT (-79.35670884681171 43.658410829236985),0.01993262492789808
933426,13,1.0,1,0,0,1,2.0,14.0,56,460.0,521000.0,43.64090759004112,-79.38973963094027,POINT (-79.38973963094027 43.64090759004112),0.010148273389722294
249520,11,2.0,2,0,4,1,,15.0,20,1587.0,2345000.0,43.65160936718761,-79.35815829597233,POINT (-79.35815829597233 43.65160936718761),0.023381537726696384
526656,10,3.0,3,0,1,1,,1.0,2,607.0,760000.0,43.657953162367285,-79.38541727739832,POINT (-79.38541727739832 43.657953162367285),0.01315238527546014
772306,10,1.0,1,0,1,1,,11.0,4,482.0,668000.0,43.67133007341938,-79.36099903480113,POINT (-79.36099903480113 43.67133007341938),0.009788068403412105
546887,11,3.0,2,0,2,1,,33.0,1,1053.0,1744000.0,43.65915459739329,-79.35494013103141,POINT (-79.35494013103141 43.65915459739329),0.02072159058705579
966332,10,1.0,1,1,1,1,1.0,6.0,6,559.0,645000.0,43.68156982028633,-79.38528883499055,POINT (-79.38528883499055 43.68156982028633),0.006118788145366934
230990,13,1.0,1,1,0,0,2.0,12.0,13,487.0,675000.0,43.650027034550334,-79.40682970653084,POINT (-79.40682970653084 43.650027034550334),0.018491406568227283
771192,11,0.0,1,0,1,1,2.0,9.0,13,446.0,552000.0,43.656658350824095,-79.36230834212346,POINT (-79.36230834212346 43.656658350824095),0.01802088548842758
507456,10,2.0,2,0,2,1,,22.0,5,1504.0,1538000.0,43.65663966847502,-79.39924416317368,POINT (-79.39924416317368 43.65663966847502),0.011031562816348511
154260,10,3.0,2,0,2,1,,34.0,4,1640.0,1708000.0,43.65707147973088,-79.3995171978187,POINT (-79.3995171978187 43.65707147973088),0.01056547864077591
627604,10,0.0,1,0,0,0,,29.0,0,461.0,413000.0,43.65860317202797,-79.41780895263135,POINT (-79.41780895263135 43.65860317202797),0.01193627750603003
707648,13,1.0,1,0,1,1,,12.0,6,997.0,907000.0,43.639544536013545,-79.38453389099516,POINT (-79.38453389099516 43.639544536013545),0.0071737035847077414
362330,13,0.0,1,0,0,0,,7.0,5,190.0,314000.0,43.65235559667089,-79.3863155500551,POINT (-79.3863155500551 43.65235559667089),0.008703064570399597
930759,11,1.0,1,1,0,1,1.0,26.0,11,474.0,593000.0,43.662041467749845,-79.38009355385358,POINT (-79.38009355385358 43.662041467749845),0.009898718897667799
800990,10,1.0,1,1,1,1,2.0,5.0,5,453.0,612000.0,43.66152776590948,-79.41297912124354,POINT (-79.41297912124354 43.66152776590948),0.013486922181351545
321058,13,1.0,1,0,1,1,1.0,6.0,5,332.0,540000.0,43.644540695969226,-79.38308815965767,POINT (-79.38308815965767 43.644540695969226),0.0025720517026620883
241211,10,1.0,1,1,1,1,,30.0,19,541.0,783000.0,43.659272372162846,-79.39566259695796,POINT (-79.39566259695796 43.659272372162846),0.009235085177666398
700515,11,1.0,1,0,1,0,,21.0,8,484.0,810000.0,43.66400480180729,-79.37821531558511,POINT (-79.37821531558511 43.66400480180729),0.007844063928273092
597181,10,3.0,2,0,3,1,,2.0,6,1626.0,2207000.0,43.65972789962456,-79.41874424481644,POINT (-79.41874424481644 43.65972789962456),0.01076684559873221
570353,13,1.0,1,1,1,1,1.0,13.0,29,560.0,564000.0,43.65045985845342,-79.35048391162378,POINT (-79.35048391162378 43.65045985845342),0.029986899929625905
843629,11,2.0,2,1,1,1,,4.0,8,721.0,1031000.0,43.661826715161794,-79.35581266835601,POINT (-79.35581266835601 43.661826715161794),0.01838204319160599
524841,13,1.0,1,0,0,0,,17.0,11,277.0,352000.0,43.64130923726016,-79.39258533083662,POINT (-79.39258533083662 43.64130923726016),0.01258968995709144
218226,13,1.0,1,0,0,1,,2.0,23,389.0,580000.0,43.63124935084299,-79.41939278981891,POINT (-79.41939278981891 43.63124935084299),0.032112868560680546
105468,13,3.0,2,0,3,0,1.0,6.0,2,1419.0,1856000.0,43.64528066870085,-79.40670355453,POINT (-79.40670355453 43.64528066870085),0.02300596873913476
450286,10,2.0,2,1,2,1,2.0,7.0,0,770.0,1026000.0,43.67169297277797,-79.41601900289291,POINT (-79.41601900289291 43.67169297277797),0.01565441158988665
869911,11,3.0,2,0,1,1,,21.0,5,1414.0,1169000.0,43.650753758487504,-79.3693685044526,POINT (-79.3693685044526 43.650753758487504),0.012489526742146621
621816,13,0.0,1,0,1,1,1.0,4.0,1,311.0,406000.0,43.65094670317311,-79.38949194726895,POINT (-79.38949194726895 43.65094670317311),0.010206257967220201
862606,13,3.0,2,0,1,0,1.0,31.0,7,741.0,960000.0,43.634756490158544,-79.40277160720318,POINT (-79.40277160720318 43.634756490158544),0.02455288098717799
372044,10,1.0,1,0,0,0,,3.0,3,539.0,598000.0,43.65845822529775,-79.39978922218572,POINT (-79.39978922218572 43.65845822529775),0.009155398272350445
504456,13,3.0,2,0,2,1,1.0,29.0,31,880.0,1201000.0,43.64315636809393,-79.42172139457325,POINT (-79.42172139457325 43.64315636809393),0.020122061464650433
617786,10,0.0,1,0,0,0,1.0,28.0,25,568.0,446000.0,43.68721113253535,-79.38257074904202,POINT (-79.38257074904202 43.68721113253535),0.00997139400584101
820361,10,0.0,1,0,0,1,,4.0,14,444.0,482000.0,43.67257119886015,-79.40402579686784,POINT (-79.40402579686784 43.67257119886015),0.0058649169078032175
893767,13,2.0,3,0,2,1,2.0,1.0,6,883.0,1065000.0,43.635084016034085,-79.40495305559969,POINT (-79.40495305559969 43.635084016034085),0.026392708896729237
641321,13,1.0,1,0,0,0,1.0,15.0,20,305.0,408000.0,43.64048941037716,-79.40402920670617,POINT (-79.40402920670617 43.64048941037716),0.023827132437371445
494165,13,1.0,1,1,0,1,,26.0,14,425.0,573000.0,43.651178547436416,-79.39921735968286,POINT (-79.39921735968286 43.651178547436416),0.016453534459935897
224153,10,1.0,1,0,1,1,,19.0,2,702.0,787000.0,43.661757252228746,-79.42061399658787,POINT (-79.42061399658787 43.661757252228746),0.00869744328516601
284545,13,1.0,1,0,0,0,1.0,10.0,12,412.0,453000.0,43.63328528376831,-79.41454809962507,POINT (-79.41454809962507 43.63328528376831),0.03210282525404133
400534,13,1.0,1,0,0,0,,5.0,22,210.0,345000.0,43.64717564115477,-79.41034858502093,POINT (-79.41034858502093 43.64717564115477),0.022450282714962463
667640,10,0.0,1,0,1,1,2.0,11.0,2,519.0,510000.0,43.65251789719476,-79.42143272123265,POINT (-79.42143272123265 43.65251789719476),0.012168956851637675
334557,13,1.0,1,1,0,1,1.0,40.0,10,385.0,505000.0,43.63837857384209,-79.40981652051418,POINT (-79.40981652051418 43.63837857384209),0.029945138001663738
898550,11,2.0,2,0,4,0,1.0,6.0,1,1773.0,2646000.0,43.65521151115659,-79.3519358388028,POINT (-79.3519358388028 43.65521151115659),0.02558790578667241
914236,10,2.0,2,0,0,1,,26.0,21,459.0,539000.0,43.66579167224076,-79.38951447651665,POINT (-79.38951447651665 43.66579167224076),0.0047263151933584786
938686,13,2.0,2,0,1,0,,2.0,12,548.0,522000.0,43.63915039196851,-79.41671069587115,POINT (-79.41671069587115 43.63915039196851),0.025911828792858277
215564,13,2.0,2,0,2,1,,4.0,3,1161.0,1308000.0,43.64887440390925,-79.39330050220346,POINT (-79.39330050220346 43.64887440390925),0.0129409692050746
939189,10,3.0,2,0,3,1,1.0,46.0,1,1472.0,2483000.0,43.67376576396133,-79.37054183086484,POINT (-79.37054183086484 43.67376576396133),0.0011728684838027293
815414,13,2.0,1,0,2,0,,13.0,16,826.0,976000.0,43.64476035255634,-79.37947219238056,POINT (-79.37947219238056 43.64476035255634),0.0015715610015490074
154436,10,2.0,2,0,1,1,,14.0,6,473.0,776000.0,43.67479658561091,-79.37942925236273,POINT (-79.37942925236273 43.67479658561091),0.0030582436645780796
792348,10,2.0,2,0,2,0,2.0,13.0,17,809.0,1083000.0,43.68184248427738,-79.38766402656029,POINT (-79.38766402656029 43.68184248427738),0.005616400276389776
427039,10,1.0,1,0,1,1,,4.0,6,737.0,830000.0,43.65583799717483,-79.39890366529887,POINT (-79.39890366529887 43.65583799717483),0.01187739346521737
141368,13,1.0,1,0,1,0,,7.0,39,969.0,1076000.0,43.63920830374038,-79.39966645969287,POINT (-79.39966645969287 43.63920830374038),0.019966501465982008
494661,13,1.0,1,1,0,0,1.0,5.0,5,299.0,398000.0,43.6463932135532,-79.4180267698472,POINT (-79.4180267698472 43.6463932135532),0.019091023664065412
769657,11,1.0,1,1,1,1,,32.0,9,464.0,731000.0,43.66688987265,-79.37130067000518,POINT (-79.37130067000518 43.66688987265),0.005745349170883044
273527,13,1.0,1,1,1,0,1.0,19.0,5,761.0,608000.0,43.637045293079005,-79.39690835104925,POINT (-79.39690835104925 43.637045293079005),0.01829109689998766
850779,13,1.0,1,1,0,1,,26.0,4,1095.0,835000.0,43.64247178059622,-79.38279778710346,POINT (-79.38279778710346 43.64247178059622),0.0037713301644785304
234926,11,2.0,2,0,3,0,,9.0,1,1241.0,1799000.0,43.66981916521821,-79.37834646910025,POINT (-79.37834646910025 43.66981916521821),0.0020415095256295836
185873,10,1.0,1,0,1,0,1.0,14.0,21,364.0,561000.0,43.65588387795109,-79.40476718222999,POINT (-79.40476718222999 43.65588387795109),0.012282757901940803
281063,11,3.0,3,0,1,0,2.0,2.0,1,596.0,671000.0,43.65645025112478,-79.37713253898661,POINT (-79.37713253898661 43.65645025112478),0.011395529524248138
970586,11,2.0,2,1,4,1,1.0,27.0,24,1481.0,2239000.0,43.6638866545276,-79.38236093873577,POINT (-79.38236093873577 43.6638866545276),0.008617009648108204
220076,13,1.0,1,1,0,0,,5.0,37,366.0,476000.0,43.64393068969407,-79.38497867186427,POINT (-79.38497867186427 43.64393068969407),0.004548508588116487
472650,10,0.0,1,0,0,0,,16.0,14,364.0,494000.0,43.65829894795095,-79.42369971838299,POINT (-79.42369971838299 43.65829894795095),0.006610036517111885
547069,10,2.0,3,0,1,1,,10.0,14,1136.0,759000.0,43.66340627087072,-79.40810610224344,POINT (-79.40810610224344 43.66340627087072),0.008302320607469018
140285,13,2.0,3,0,1,1,,0.0,6,1124.0,918000.0,43.65065330124802,-79.38919678011524,POINT (-79.38919678011524 43.65065330124802),0.009802171769833947
713736,13,1.0,1,0,0,0,1.0,33.0,15,559.0,574000.0,43.635362465217824,-79.42476392666237,POINT (-79.42476392666237 43.635362465217824),0.026817971502265416
368271,13,1.0,1,0,0,1,,3.0,13,401.0,534000.0,43.649510654173305,-79.38301674736108,POINT (-79.38301674736108 43.649510654173305),0.004467950648177333
354525,11,2.0,2,0,1,1,,17.0,4,493.0,758000.0,43.66665239976295,-79.36490954515091,POINT (-79.36490954515091 43.66665239976295),0.008306437970482103
354222,10,1.0,1,0,0,0,,13.0,4,445.0,572000.0,43.6618749714002,-79.3907142429252,POINT (-79.3907142429252 43.6618749714002),0.00819671609447369
378184,13,1.0,1,1,0,0,,4.0,10,410.0,534000.0,43.646395933187975,-79.39277280035749,POINT (-79.39277280035749 43.646395933187975),0.012028295420375716
779023,13,2.0,2,1,4,0,1.0,24.0,0,791.0,1354000.0,43.62952416907706,-79.41689166261776,POINT (-79.41689166261776 43.62952416907706),0.03457552581757869
315853,13,1.0,1,1,1,1,,9.0,10,536.0,611000.0,43.63094580780606,-79.41025881775457,POINT (-79.41025881775457 43.63094580780606),0.032953663930376215
396994,13,2.0,3,0,1,1,,5.0,17,483.0,781000.0,43.6524580707927,-79.38502711394055,POINT (-79.38502711394055 43.6524580707927),0.008030689013756448
559777,13,1.0,2,0,1,0,1.0,15.0,1,807.0,727000.0,43.65489034461185,-79.3878188619261,POINT (-79.3878188619261 43.65489034461185),0.011623353070471243
992515,10,2.0,2,0,1,0,1.0,0.0,9,542.0,858000.0,43.67171534884383,-79.40740865283625,POINT (-79.40740865283625 43.67171534884383),0.007691763083550978
818968,10,1.0,1,1,1,0,,3.0,19,904.0,589000.0,43.6594137567821,-79.4200385239682,POINT (-79.4200385239682 43.6594137567821),0.009572987054466128
939473,10,1.0,1,1,1,1,,28.0,15,453.0,697000.0,43.65267853662135,-79.40554654605934,POINT (-79.40554654605934 43.65267853662135),0.015572956219455609
935524,13,2.0,2,1,2,1,2.0,24.0,4,1772.0,1455000.0,43.64703278128743,-79.41795082190966,POINT (-79.41795082190966 43.64703278128743),0.018625220856994792
565517,13,1.0,1,1,0,1,1.0,2.0,0,309.0,401000.0,43.64176175533039,-79.37666097934573,POINT (-79.37666097934573 43.64176175533039),0.0056554142812476945
198062,10,1.0,1,1,0,1,,10.0,4,315.0,494000.0,43.67484879304373,-79.37657396379102,POINT (-79.37657396379102 43.67484879304373),0.0036655536832249863
900507,10,1.0,1,0,1,1,,35.0,4,786.0,736000.0,43.66690825086027,-79.41704656766072,POINT (-79.41704656766072 43.66690825086027),0.013289116606651066
112904,13,2.0,2,1,3,0,,16.0,16,1737.0,2031000.0,43.63176884942029,-79.42427312725944,POINT (-79.42427312725944 43.63176884942029),0.030443029686508607
308694,13,2.0,2,0,1,0,,28.0,16,546.0,564000.0,43.64858599701532,-79.3534928989926,POINT (-79.3534928989926 43.64858599701532),0.027432314760615775
515773,10,1.0,1,0,0,0,1.0,6.0,31,432.0,504000.0,43.67012613902014,-79.39690161902813,POINT (-79.39690161902813 43.67012613902014),0.0016319654071620907
771372,13,1.0,1,0,1,1,1.0,22.0,2,343.0,544000.0,43.64800763819655,-79.35379269777367,POINT (-79.35379269777367 43.64800763819655),0.027077783329680645
421897,11,2.0,2,0,4,1,,10.0,3,1623.0,2525000.0,43.667739206538826,-79.36330642542268,POINT (-79.36330642542268 43.667739206538826),0.008853764193624481
904562,11,3.0,2,0,1,1,2.0,6.0,6,1056.0,1297000.0,43.65686901433624,-79.35628880592218,POINT (-79.35628880592218 43.65686901433624),0.021339798533941672
526661,10,1.0,1,1,0,1,1.0,7.0,0,640.0,521000.0,43.674109501602665,-79.40706116561653,POINT (-79.40706116561653 43.674109501602665),0.008954713388442804
241254,11,1.0,1,1,1,0,1.0,13.0,5,561.0,908000.0,43.65310288514511,-79.36203643370004,POINT (-79.36203643370004 43.65310288514511),0.020159442164606786
981429,10,2.0,2,0,2,0,,15.0,10,1351.0,1120000.0,43.65424323322222,-79.40594952490831,POINT (-79.40594952490831 43.65424323322222),0.01422472148642633
162615,13,2.0,2,1,1,1,,0.0,5,737.0,977000.0,43.64744602219507,-79.3651524639819,POINT (-79.3651524639819 43.64744602219507),0.01571812917968222
408288,11,1.0,1,0,0,0,1.0,1.0,1,244.0,454000.0,43.65574813290531,-79.37370991322578,POINT (-79.37370991322578 43.65574813290531),0.012320011434396
276671,10,1.0,1,1,1,0,1.0,30.0,52,545.0,640000.0,43.67335447870717,-79.41074268492588,POINT (-79.41074268492588 43.67335447870717),0.011392582223154831
135167,10,2.0,2,0,1,0,2.0,2.0,8,986.0,966000.0,43.67069780830903,-79.40366341418458,POINT (-79.40366341418458 43.67069780830903),0.004143171377054712
340278,11,1.0,1,0,1,1,,2.0,6,583.0,650000.0,43.64961300380499,-79.36508749063192,POINT (-79.36508749063192 43.64961300380499),0.0161731992700077
807131,13,1.0,1,0,0,0,,29.0,7,359.0,324000.0,43.64347408814545,-79.37366568961681,POINT (-79.37366568961681 43.64347408814545),0.007427836218683917
679679,13,1.0,1,0,1,1,1.0,2.0,18,352.0,411000.0,43.638637134422,-79.41018148605123,POINT (-79.41018148605123 43.638637134422),0.030035043016992252
356158,11,2.0,2,0,5,1,,74.0,0,3417.0,2966000.0,43.66185212649464,-79.35603251620512,POINT (-79.35603251620512 43.66185212649464),0.01818936980208034
555447,10,2.0,3,0,1,1,,1.0,2,770.0,1048000.0,43.67531052052358,-79.40226779426919,POINT (-79.40226779426919 43.67531052052358),0.007825994863449816
834000,13,2.0,1,1,1,1,1.0,13.0,13,1152.0,947000.0,43.64000762452478,-79.38138657809166,POINT (-79.38138657809166 43.64000762452478),0.0056762833062294045
144041,11,1.0,1,1,1,1,2.0,0.0,11,489.0,653000.0,43.66658013517973,-79.38450133567503,POINT (-79.38450133567503 43.66658013517973),0.005346719753571326
929944,11,1.0,1,0,2,0,,3.0,31,771.0,1095000.0,43.65176935478931,-79.37778267611975,POINT (-79.37778267611975 43.65176935478931),0.0068085097262533985
106356,13,1.0,1,0,0,0,,2.0,24,421.0,597000.0,43.65119165422813,-79.4035214988771,POINT (-79.4035214988771 43.65119165422813),0.016560634850655242
